"","Q1.Eco.Info.Important","Q2.Belief.In.Eco.Label","Q3.Understand.Eco.Certificate","Q4.Individuals.Can.Improve.Environment","Q5.Corporation.Can.Improve.Environment","Q6.Need.Eco.Certificate.Fashion","Q7.Eco.Cert.Help.Buyers","Q8.Seek.For.Eco.Cert.Clothes","Q9.Buy.Eco.Product","Q10.Pay.More.For.Eco.Products","Q11.Pay.Premium.For.Eco.Clothing","Q12.Ready.To.Pay.More.For.Certified.Eco.Products","Q13.Reduce.Consumption","Q14.Protect.Environment","Q15.Purchase.Less.Harmful.Clothing","Q16.Avoid.Buying.Harmful.Products","Q17.Support.Environmental.Protection","Q18.Rather.Buy.Eco.Clothes","Q19.Price.Of.Eco.Products.More.On.Average","Q20.Prefer.Purchase.More.Expensive.Clothing","Q21.Eco.Label.Brand.Socially.Acceptable","Q22.Rather.Stick.With.Conventional.Brand.Than.Eco.Brand","Q23.Rarely.Swith.Brand.To.Try.Something.New","Q24.No.Different.To.Me.Eco.Clothing.Is.Not.Branded","Q25.Eco.Clothing.More.Fashionable","Q26.Eco.Clothing.Quality.Higher","Q27.Country.Can.Positively.Influence.Environment","Q28.Support.Eco.Protection.Socially.Responsible","Q29.Satisfied.Purchasing.Eco.Clothing","Q30a.Fair.Trade","Q30b.Fair.And.Care","Q30c.Global.Organic.Textile.Standard","Q30d.Fair.Wear.Foundation","Q30e.Clean.Clothes.Campaign","Q30f.Oeko.Tex","Q30g.I.Know.None.Of.Them","Q31a.Fit","Q31b.Comfort","Q31c.Fibre.Material","Q31d.Quality.Workmanship","Q31e.Garment.Life","Q31f.Colour","Q31g.Style","Q31h.Brand","Q31i.Price","Q31j.COO","Q31k.Durability","Q31l.Certified.Eco.Label","Q31m.Certified.Ethical.Label","Q38a.Less.Water.Use","Q38b.Air.Quality","Q38c.Less.Energy.Use","Q38d.Worker.Safety","Q38e.Fair.Wages","Q38f.No.Child.Labour","Q38g.No.Animal.Skin.Use","Q32.Last.Of.My.Circle.Knowing.Latest.Designers.And.Trends","Q33.Little.Shopping.New.Fashion.Than.My.Friends","Q34.Last.Of.My.Circle.Purchase.New.Fashion","Q35.Faster.Knowing.More.About.New.Fashion.Than.Others","Q36.Interest.Buying.Locally.Available.New.Style","Q37.Consider.Buying.New.Styles.Without.Heard.About.It","Q39.Annual.Spending.On.Clothes","Q40.Employment.Status","Q41.Sex","Q42.Income","Q43.Age","Q44.Highest.Level.Of.Education","total_score","sus_val","aes_val","green_con","con_inno","soc_eth","aes_fun","functional","symbolic","financial"
"1398",5,3,4,4,5,5,5,4,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,1,3,3,3,3,3,3,3,3,3,3,3,3,3,5,4,5,4,5,4,4,3,3,3,3,3,3,2,1,2,1,1,2,18,37,6,21,46,17,9,6,6,3
"1399",5,4,5,5,5,4,4,4,4,4,4,3,4,4,3,4,4,4,4,3,4,2,3,3,4,4,4,4,4,NA,NA,1,NA,NA,NA,NA,4,4,4,5,4,3,4,3,4,2,3,4,5,4,3,4,4,3,5,5,3,3,3,3,4,3,6,1,2,1,1,2,19,37,7,24,44,17,13,7,5,4
"1400",3,4,4,4,5,3,4,3,3,3,2,3,4,5,5,4,4,4,5,3,3,3,2,3,3,3,3,4,4,NA,NA,1,NA,NA,NA,NA,3,4,5,4,4,3,3,3,4,2,4,4,4,3,4,4,4,4,4,4,3,3,3,3,3,4,2,1,1,1,1,1,19,35,6,20,43,16,12,8,5,4
"1401",4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,2,3,2,2,3,4,4,4,NA,NA,NA,NA,NA,NA,1,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,5,3,2,3,3,3,3,1,1,2,1,1,2,17,37,8,20,43,17,12,8,6,4
"1402",5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,3,2,3,4,5,4,4,1,1,1,1,1,1,NA,4,5,5,5,5,4,5,3,4,4,4,4,5,4,4,5,5,5,5,5,3,2,4,3,4,2,2,1,1,1,1,2,18,43,9,24,48,20,14,9,7,4
"1403",5,4,5,4,3,4,4,4,5,3,3,3,5,4,4,5,4,4,3,3,4,4,5,4,4,3,4,5,5,NA,NA,1,NA,NA,NA,NA,5,5,4,5,5,4,4,2,5,2,4,3,4,3,3,3,4,5,5,4,1,2,1,2,4,3,1,1,1,1,1,2,13,36,8,21,39,18,14,9,4,5
"1404",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,NA,5,5,5,5,3,3,3,3,3,3,4,5,5,5,5,5,5,5,5,5,1,1,1,5,5,5,4,1,1,1,1,2,18,43,6,25,52,20,15,9,6,3
"1405",5,5,4,5,4,4,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,4,5,4,5,5,4,1,NA,1,NA,1,NA,NA,5,4,4,5,5,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,1,1,1,4,4,5,4,1,2,3,1,1,18,45,9,23,50,20,14,9,10,5
"1406",5,5,4,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,NA,1,NA,NA,NA,NA,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,5,3,3,3,3,3,3,4,1,2,4,1,1,18,37,8,24,44,17,12,8,6,4
"1407",5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,5,5,5,1,1,1,1,1,2,18,45,10,24,52,20,15,10,10,5
"1408",4,4,4,4,3,4,4,3,3,4,3,4,3,4,4,3,4,4,4,2,3,3,3,3,3,3,3,3,3,NA,NA,1,NA,NA,NA,NA,5,5,4,5,3,5,5,3,3,3,4,3,2,4,3,3,4,4,4,3,3,3,3,3,3,3,4,1,2,1,1,2,18,30,10,19,40,15,14,9,6,3
"1409",5,4,4,5,4,5,5,5,5,3,3,3,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,NA,1,1,NA,1,NA,NA,5,5,5,4,5,4,4,3,4,4,4,3,3,4,3,4,3,3,3,3,2,2,2,5,4,5,3,1,2,2,2,2,18,31,8,22,41,12,14,9,7,4
"1410",5,4,4,4,4,4,3,4,5,3,3,3,3,3,3,5,5,4,5,4,5,5,5,4,3,3,5,4,4,NA,NA,1,NA,NA,NA,NA,4,4,4,4,3,4,4,4,3,2,4,4,4,4,4,4,5,4,4,5,4,4,4,2,3,3,2,1,2,1,1,2,20,37,8,21,46,18,12,8,6,3
"1411",4,5,4,4,5,4,4,4,4,4,4,4,4,4,4,5,5,5,5,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,1,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,4,4,4,7,1,1,1,1,2,18,36,8,22,44,16,12,8,8,4
"1412",4,3,4,5,5,5,5,4,4,3,4,3,4,4,4,3,4,4,4,3,4,3,3,2,3,4,4,4,3,NA,NA,1,NA,NA,NA,NA,4,4,4,4,3,4,4,3,3,3,3,4,4,3,3,4,3,4,3,4,3,3,3,3,3,3,3,1,2,1,1,2,18,31,8,21,39,14,12,7,6,3
"1413",3,3,3,3,3,3,3,3,3,4,3,3,4,5,4,4,4,4,3,3,3,2,3,3,3,3,4,3,4,NA,1,NA,NA,1,NA,NA,3,4,4,4,4,3,3,3,3,3,4,4,3,3,4,4,4,4,5,5,3,3,3,3,3,3,7,1,1,1,1,2,18,36,6,15,44,18,11,8,6,3
"1414",4,3,3,3,3,3,3,3,3,3,4,3,3,3,4,4,4,3,3,4,4,3,3,3,4,3,3,3,3,NA,NA,1,NA,NA,NA,NA,5,5,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,3,4,4,4,3,3,3,3,4,1,2,11,1,2,20,35,8,16,43,15,13,9,6,4
"1415",5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,NA,NA,NA,NA,NA,NA,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,3,3,3,3,1,1,2,2,1,2,17,36,8,21,43,16,12,8,8,4
"1416",4,3,3,4,3,3,3,2,3,3,3,3,3,3,4,3,4,4,3,3,3,2,2,3,3,3,3,4,3,NA,NA,NA,1,NA,NA,NA,5,4,4,3,4,4,4,3,4,3,3,3,3,3,3,3,4,4,4,4,3,2,1,3,3,3,2,1,2,1,1,2,15,32,8,17,37,16,12,7,6,4
"1417",5,3,4,3,5,5,4,5,5,4,5,4,3,5,5,4,3,4,3,5,4,4,4,5,4,5,4,3,5,NA,NA,1,NA,NA,NA,NA,3,4,3,5,3,4,3,3,3,3,4,5,3,3,4,4,3,5,4,4,3,2,2,4,3,5,1,1,1,7,1,2,19,33,7,20,43,16,11,8,6,3
"1418",4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,5,2,1,1,2,18,27,6,17,36,12,9,6,6,3
"1419",5,3,4,4,4,4,4,3,4,2,3,3,3,4,4,4,4,4,3,3,3,3,3,3,4,3,4,4,4,NA,NA,NA,NA,NA,NA,1,4,4,4,4,4,4,4,2,4,3,4,3,5,3,3,3,4,4,4,4,3,3,3,3,3,3,2,1,2,1,1,2,18,34,8,20,40,16,12,8,5,4
"1420",4,4,4,5,5,3,3,3,5,2,3,4,5,4,4,4,4,4,3,3,4,2,3,2,3,4,5,5,4,NA,NA,NA,NA,NA,NA,1,4,4,3,4,4,2,2,3,3,2,2,3,3,3,4,4,4,4,4,4,1,1,1,2,3,4,3,1,2,3,1,2,12,34,4,22,38,16,11,6,5,3
"1421",5,3,3,5,3,3,3,5,4,4,3,4,2,5,5,4,4,5,4,4,4,5,5,4,4,3,4,5,5,1,NA,NA,NA,NA,NA,NA,5,5,4,4,4,4,4,3,4,4,4,4,4,5,4,4,5,4,4,5,3,1,4,3,4,3,4,1,2,2,1,2,18,39,8,19,46,18,13,9,7,4
"1422",5,3,5,5,4,4,5,3,5,4,3,5,5,5,5,5,5,5,4,4,5,3,1,2,3,5,5,5,5,NA,NA,1,NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,4,5,5,5,5,5,1,1,1,11,1,2,29,43,8,22,60,20,12,8,8,4
"1423",4,4,4,5,4,5,4,3,4,4,3,4,4,4,4,4,5,4,4,4,4,4,4,4,3,3,4,4,4,NA,NA,NA,NA,NA,NA,1,3,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,3,3,3,3,3,1,1,1,2,1,2,18,35,8,21,42,16,10,8,8,4
"1424",5,4,4,4,4,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,5,4,NA,NA,NA,NA,NA,NA,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,4,4,4,1,1,1,1,1,2,18,36,8,21,44,16,12,8,8,4
"1425",5,3,4,3,3,4,4,4,3,3,3,3,4,4,4,3,4,3,5,3,3,2,2,4,3,2,4,4,3,NA,NA,NA,NA,NA,NA,1,4,5,5,5,5,5,5,3,5,3,5,3,5,3,3,3,3,3,3,5,4,3,4,3,3,3,3,1,2,1,1,2,20,33,10,18,39,14,14,10,6,5
"1426",4,3,4,5,5,5,4,4,4,4,2,3,4,5,5,4,4,3,3,3,4,2,4,2,3,3,4,4,4,NA,NA,NA,1,NA,NA,NA,5,4,4,4,4,4,4,2,3,2,4,3,5,3,4,4,4,4,4,5,3,2,3,3,3,3,3,1,2,1,1,2,17,37,8,21,42,17,13,8,4,3
"1427",5,4,4,4,5,5,4,4,5,3,5,4,3,4,4,3,5,4,4,3,3,3,3,3,3,3,5,4,4,NA,NA,NA,NA,NA,NA,1,4,5,5,4,4,4,4,3,3,3,3,3,4,4,4,4,4,4,4,4,3,3,3,3,3,3,5,1,1,1,1,2,18,36,8,22,43,16,13,8,6,3
"1428",4,4,4,5,5,5,4,4,4,3,3,3,4,5,5,4,4,4,4,4,5,2,2,4,4,2,4,4,4,NA,1,1,NA,NA,NA,NA,5,5,5,5,4,4,4,3,5,4,4,5,5,3,5,5,5,4,5,5,2,2,2,3,3,4,2,1,1,2,1,2,16,41,8,22,46,19,15,9,7,5
"1429",5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,4,4,5,5,3,3,1,4,3,5,5,4,NA,NA,NA,NA,NA,NA,1,4,5,5,5,5,4,4,2,5,3,5,5,1,3,5,5,5,5,5,5,2,2,3,2,2,1,7,1,2,7,1,2,12,39,8,25,43,20,14,10,5,5
"1430",5,5,5,5,5,5,5,4,4,4,3,3,4,5,4,5,5,4,4,4,3,3,3,3,3,3,5,5,3,NA,NA,1,NA,NA,NA,NA,4,4,3,3,3,5,5,3,5,3,3,4,4,3,3,3,4,3,5,5,3,4,4,4,4,3,4,1,2,7,1,2,22,33,10,25,45,17,10,7,6,5
"1431",5,4,4,5,3,3,4,3,2,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,2,3,3,4,3,NA,NA,NA,NA,NA,NA,1,3,4,4,4,3,5,5,3,4,3,4,3,4,3,4,4,4,5,5,5,3,3,3,3,3,3,5,1,2,1,1,2,18,37,10,21,45,19,11,8,6,4
"1432",5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,1,NA,NA,1,NA,NA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,1,1,2,18,27,6,25,36,12,9,6,6,3
"1433",5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,4,4,5,5,5,5,5,5,5,5,5,5,NA,1,NA,NA,NA,NA,NA,5,5,5,5,4,4,4,3,3,3,4,5,4,4,5,5,5,4,5,5,3,2,2,3,4,4,2,1,1,10,1,3,18,41,8,25,48,19,15,9,6,3
"1434",4,4,3,5,5,5,5,5,4,3,3,4,3,3,3,4,4,4,3,3,3,3,4,2,2,2,4,4,3,NA,1,1,NA,NA,NA,NA,4,4,2,3,4,3,4,1,5,2,4,2,3,3,4,3,4,4,3,4,1,1,1,2,2,3,2,1,2,1,1,2,10,32,7,21,34,15,9,8,3,5
"1435",3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,2,3,4,4,4,1,NA,1,NA,NA,NA,NA,4,4,4,4,4,4,4,3,3,2,4,3,3,3,3,3,2,3,3,3,3,3,3,2,3,2,2,1,2,1,1,2,16,27,8,17,33,11,12,8,5,3
"1436",5,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,NA,NA,1,NA,NA,NA,NA,4,5,5,5,3,4,4,3,3,3,4,5,4,4,5,5,5,4,5,3,2,3,1,4,4,4,3,1,1,5,1,1,18,38,8,24,47,17,14,9,6,3
"1437",5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,2,5,2,3,3,4,5,4,1,1,1,1,NA,1,NA,5,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,3,3,4,3,2,1,1,1,1,2,19,35,7,24,43,15,13,8,8,4
"1438",5,4,5,4,4,5,4,4,5,4,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,NA,NA,NA,NA,4,5,5,5,5,3,4,1,3,2,5,4,5,4,4,4,5,3,4,5,3,2,3,2,2,2,2,1,1,1,1,1,14,39,7,22,40,17,14,10,3,3
"1439",5,3,5,3,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,2,3,4,4,3,4,4,4,NA,NA,NA,NA,NA,NA,1,3,4,2,4,4,3,3,2,3,2,3,3,3,2,4,4,4,4,4,3,3,3,3,3,3,3,3,1,2,2,1,2,18,32,6,20,40,15,9,7,4,3
"1440",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,4,4,3,4,4,3,3,4,4,NA,NA,NA,NA,NA,NA,1,5,5,5,5,5,5,5,1,5,1,5,5,5,2,5,5,4,5,3,5,1,1,1,1,2,2,1,1,1,1,1,2,8,39,10,15,36,17,15,10,2,5
"1441",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,3,2,5,5,5,5,5,NA,1,NA,1,NA,1,NA,4,5,5,5,5,5,5,5,5,5,5,5,5,3,3,5,5,3,4,5,1,1,1,2,5,3,1,1,1,1,1,2,13,38,10,25,40,17,14,10,10,5
"1442",4,4,4,3,3,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,2,3,2,3,3,4,4,3,NA,NA,NA,NA,NA,NA,1,5,4,4,4,4,4,4,4,4,4,4,3,4,3,3,3,4,4,4,3,3,3,3,2,4,3,6,1,1,7,1,1,18,32,8,18,39,15,13,8,8,4
"1443",5,5,5,5,5,5,5,4,4,3,3,4,3,4,4,5,5,5,3,4,4,3,4,3,3,3,5,5,3,NA,NA,NA,NA,NA,NA,1,5,5,3,4,3,5,5,3,5,3,3,3,3,3,4,5,5,4,5,3,3,3,4,3,4,3,6,1,2,9,1,3,20,35,10,25,46,17,12,8,6,5
"1444",5,3,5,2,4,5,5,4,4,3,3,3,4,4,4,4,4,4,3,4,4,3,4,2,3,4,4,4,4,NA,NA,NA,NA,NA,NA,1,4,4,4,4,4,3,4,4,4,3,4,4,5,3,4,4,4,4,4,5,3,3,3,3,4,4,1,1,1,1,1,1,20,37,7,19,45,17,12,8,7,4
"1445",4,4,4,3,4,3,3,3,4,3,3,3,4,4,4,4,4,4,3,3,4,3,4,3,3,3,5,4,4,NA,NA,NA,NA,NA,NA,1,5,4,4,4,4,4,4,3,4,2,4,3,5,3,4,3,4,4,4,5,3,3,3,3,3,3,6,1,2,6,1,2,18,36,8,19,42,17,13,8,5,4
"1446",4,3,3,4,4,3,5,3,4,4,3,3,3,5,5,5,5,4,4,4,3,2,3,3,3,3,5,5,4,1,NA,NA,NA,NA,NA,NA,5,5,5,5,4,4,4,3,5,2,3,4,5,4,5,4,4,4,2,4,4,3,4,3,3,4,3,1,2,5,1,2,21,36,8,18,44,14,15,8,5,5
"1447",4,4,4,3,4,4,3,4,4,3,2,3,4,4,4,4,5,3,3,2,3,3,4,2,3,3,4,5,4,1,NA,NA,NA,NA,NA,NA,4,5,4,5,4,4,4,3,4,3,4,4,5,3,3,4,4,4,5,5,1,2,2,2,3,2,2,1,1,1,1,2,12,37,8,19,39,18,13,9,6,4
"1448",4,4,3,3,4,5,3,3,3,3,3,3,3,5,5,4,3,4,3,3,3,2,2,2,3,2,5,5,3,NA,NA,NA,NA,NA,NA,1,3,4,4,5,3,5,5,4,5,2,4,4,1,3,4,4,5,3,2,3,4,3,4,1,2,3,1,1,1,1,1,2,17,28,10,18,37,13,12,8,6,5
"1449",5,4,4,5,5,4,5,4,4,2,4,3,5,5,5,3,5,3,3,3,4,2,4,3,3,2,5,5,3,1,NA,NA,NA,NA,NA,NA,3,4,4,4,4,5,4,4,5,4,4,4,4,4,4,3,4,4,3,4,2,2,4,3,2,3,2,1,1,2,1,2,16,34,9,23,40,15,11,8,8,5
"1450",5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,4,3,3,3,3,3,3,5,5,3,NA,NA,NA,NA,NA,NA,1,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,1,1,2,1,1,2,18,36,8,25,43,16,12,8,7,3
"1451",5,3,3,5,3,5,5,3,5,3,3,3,5,5,3,5,5,3,4,2,3,1,3,5,2,3,4,5,3,NA,NA,1,NA,NA,NA,NA,5,5,5,5,5,3,4,2,5,3,5,3,4,3,3,4,5,5,3,5,3,4,4,3,5,3,1,1,2,1,1,2,22,37,7,19,47,18,15,10,5,5
"1452",5,5,4,5,5,4,5,5,5,1,2,2,4,4,4,4,4,4,4,2,2,3,3,3,3,3,3,2,3,NA,NA,NA,NA,NA,NA,1,5,4,4,4,4,4,5,4,5,2,3,3,1,2,2,2,2,2,2,2,2,3,4,3,3,3,1,1,1,1,1,2,18,19,9,24,30,8,13,7,6,5
"1453",4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,3,4,3,3,2,3,3,3,4,3,NA,NA,NA,NA,NA,NA,1,5,5,5,5,4,4,4,3,3,3,4,4,5,2,3,4,5,4,5,3,3,3,3,3,4,3,3,1,2,1,1,2,19,35,8,20,42,17,15,9,6,3
"1454",5,2,4,4,5,4,3,4,4,3,3,4,4,5,4,5,5,4,4,4,4,3,3,2,3,3,5,5,3,1,1,1,1,1,1,NA,4,3,4,4,4,3,3,2,3,2,3,3,5,2,4,4,4,4,5,5,3,3,3,3,3,3,2,1,2,4,1,2,18,37,6,20,43,18,12,6,4,3
"1455",5,5,4,4,5,4,5,5,5,3,3,3,3,5,5,4,4,4,3,3,4,2,2,3,3,3,4,5,5,NA,NA,1,NA,NA,NA,NA,3,4,3,4,5,2,3,1,4,3,4,5,3,2,4,3,3,3,5,3,3,2,2,4,4,3,2,1,1,2,1,1,18,31,5,23,38,14,10,8,4,4
"1456",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,1,1,NA,1,NA,4,4,4,4,4,4,4,4,3,2,4,4,4,4,4,4,4,4,4,4,3,2,2,4,4,4,7,1,1,10,1,2,19,36,8,20,44,16,12,8,6,3
"1457",5,5,5,3,3,4,5,5,5,3,2,1,4,5,5,5,5,4,4,3,4,2,2,2,3,3,4,5,3,NA,NA,NA,NA,NA,NA,1,5,5,5,5,3,4,4,4,4,4,4,5,5,3,4,3,5,4,5,5,3,3,3,3,3,3,1,1,2,1,1,2,18,37,8,21,44,19,15,9,8,4
"1458",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,1,5,1,NA,NA,NA,NA,NA,NA,5,5,4,3,4,1,5,3,1,4,3,3,2,5,4,5,5,5,5,4,1,1,1,5,5,5,6,1,1,1,1,1,18,39,6,25,50,19,12,8,7,1
"1459",4,4,4,3,4,4,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,1,5,5,5,5,5,5,5,2,4,3,5,4,5,3,3,3,4,4,5,4,2,3,3,3,3,3,3,1,1,1,1,2,17,36,10,19,41,17,15,10,5,4
"1460",5,4,4,5,5,5,5,5,4,4,4,4,5,5,5,5,5,5,5,4,5,2,2,4,5,5,5,5,5,NA,1,NA,NA,NA,NA,1,5,5,4,5,4,4,5,3,5,4,5,4,5,4,4,4,4,4,5,5,4,4,4,3,3,3,2,1,2,1,1,2,21,39,9,23,47,18,14,10,7,5
"1461",4,3,4,4,4,4,4,3,4,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,3,18,28,6,19,36,12,9,6,6,3
"1462",4,4,4,4,4,3,4,5,5,4,4,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,5,5,5,1,1,1,1,1,1,18,45,10,20,52,20,15,10,10,5
"1463",4,4,4,3,4,3,3,3,4,3,3,3,5,5,5,4,5,3,2,2,4,2,5,3,3,4,5,4,4,NA,NA,NA,NA,NA,NA,NA,4,5,5,5,5,4,4,3,4,4,3,4,5,3,4,4,5,5,5,5,4,3,4,3,3,3,2,1,2,1,1,2,20,41,8,19,47,20,14,8,7,4
"1464",4,3,4,4,4,4,5,4,3,3,3,3,4,4,4,4,3,3,4,3,3,3,3,3,4,3,4,4,4,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,4,5,4,5,4,4,5,5,4,5,4,5,5,5,2,2,3,3,3,3,3,1,1,2,1,1,1,17,40,9,19,45,17,15,9,8,5
"1465",4,4,4,4,4,4,4,4,4,3,2,3,4,4,4,4,4,4,3,3,4,2,3,3,3,3,4,4,4,1,NA,NA,NA,NA,NA,NA,4,4,4,5,4,4,4,4,4,3,4,5,5,3,3,3,4,3,3,3,3,3,3,3,3,3,1,1,2,1,1,2,18,31,8,20,37,13,13,8,7,4
"1466",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,4,4,4,7,1,1,11,1,2,18,36,8,20,44,16,12,8,8,4
"1467",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,4,4,4,4,NA,NA,NA,NA,NA,NA,1,4,4,4,4,4,3,3,3,3,3,4,4,4,3,4,4,4,3,3,4,3,3,3,3,3,3,1,1,2,1,1,2,18,33,6,20,40,14,12,8,6,3
"1468",5,5,4,3,4,4,4,4,4,4,3,3,4,4,4,4,3,3,3,4,4,3,3,3,4,3,4,4,3,NA,NA,NA,NA,NA,NA,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,4,1,1,1,1,2,16,27,6,21,34,12,9,6,6,3
"1469",5,4,4,5,5,5,5,5,5,3,3,3,4,5,5,5,5,5,3,3,4,2,5,1,3,3,5,5,5,NA,NA,NA,NA,NA,NA,1,5,5,4,5,5,5,5,3,3,3,5,5,5,3,3,3,5,5,5,5,3,1,3,1,3,1,2,1,2,1,1,2,12,39,10,23,38,20,14,10,6,3
"1470",5,4,4,3,5,5,5,5,5,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,NA,1,NA,NA,NA,NA,5,5,5,5,3,4,5,3,3,3,3,3,5,3,3,3,4,3,5,3,4,3,4,3,3,3,3,1,2,1,1,2,20,32,9,21,40,15,15,8,6,3
"1471",4,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,4,4,4,4,1,2,4,1,2,18,36,8,23,44,16,12,8,8,4
"1472",4,3,4,5,5,4,5,5,3,4,4,4,3,5,4,5,4,5,3,3,4,2,3,3,3,4,5,5,4,NA,NA,NA,NA,NA,NA,1,5,5,4,4,3,5,5,2,5,3,3,4,5,4,5,4,5,5,4,4,2,3,3,2,3,3,2,1,2,1,1,2,16,39,10,21,45,18,13,8,5,5
"1473",4,4,4,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,3,3,4,2,4,2,3,2,4,4,3,NA,NA,NA,NA,NA,NA,1,4,4,5,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,2,1,1,2,1,1,2,19,36,8,20,43,16,13,8,7,4
