"V1","Q1.Eco.Info.Important","Q2.Belief.In.Eco.Label","Q3.Understand.Eco.Certificate","Q4.Individuals.Can.Improve.Environment","Q5.Corporation.Can.Improve.Environment","Q6.Need.Eco.Certificate.Fashion","Q7.Eco.Cert.Help.Buyers","Q8.Seek.For.Eco.Cert.Clothes","Q9.Buy.Eco.Product","Q10.Pay.More.For.Eco.Products","Q11.Pay.Premium.For.Eco.Clothing","Q12.Ready.To.Pay.More.For.Certified.Eco.Products","Q13.Reduce.Consumption","Q14.Protect.Environment","Q15.Purchase.Less.Harmful.Clothing","Q16.Avoid.Buying.Harmful.Products","Q17.Support.Environmental.Protection","Q18.Rather.Buy.Eco.Clothes","Q19.Price.Of.Eco.Products.More.On.Average","Q20.Prefer.Purchase.More.Expensive.Clothing","Q21.Eco.Label.Brand.Socially.Acceptable","Q22.Rather.Stick.With.Conventional.Brand.Than.Eco.Brand","Q23.Rarely.Swith.Brand.To.Try.Something.New","Q24.No.Different.To.Me.Eco.Clothing.Is.Not.Branded","Q25.Eco.Clothing.More.Fashionable","Q26.Eco.Clothing.Quality.Higher","Q27.Country.Can.Positively.Influence.Environment","Q28.Support.Eco.Protection.Socially.Responsible","Q29.Satisfied.Purchasing.Eco.Clothing","Q30a.Fair.Trade","Q30b.Fair.And.Care","Q30c.Global.Organic.Textile.Standard","Q30d.Fair.Wear.Foundation","Q30e.Clean.Clothes.Campaign","Q30f.Oeko.Tex","Q30g.I.Know.None.Of.Them","Q31a.Fit","Q31b.Comfort","Q31c.Fibre.Material","Q31d.Quality.Workmanship","Q31e.Garment.Life","Q31f.Colour","Q31g.Style","Q31h.Brand","Q31i.Price","Q31j.COO","Q31k.Durability","Q31l.Certified.Eco.Label","Q31m.Certified.Ethical.Label","Q38a.Less.Water.Use","Q38b.Air.Quality","Q38c.Less.Energy.Use","Q38d.Worker.Safety","Q38e.Fair.Wages","Q38f.No.Child.Labour","Q38g.No.Animal.Skin.Use","Q32.Last.Of.My.Circle.Knowing.Latest.Designers.And.Trends","Q33.Little.Shopping.New.Fashion.Than.My.Friends","Q34.Last.Of.My.Circle.Purchase.New.Fashion","Q35.Faster.Knowing.More.About.New.Fashion.Than.Others","Q36.Interest.Buying.Locally.Available.New.Style","Q37.Consider.Buying.New.Styles.Without.Heard.About.It","Q39.Annual.Spending.On.Clothes","Q40.Employment.Status","Q41.Sex","Q42.Income","Q43.Age","Q44.Highest.Level.Of.Education","total_score"
1420,4,4,4,5,5,3,3,3,5,2,3,4,5,4,4,4,4,4,3,3,4,2,3,2,3,4,5,5,4,NA,NA,NA,NA,NA,NA,1,4,4,3,4,4,2,2,3,3,2,2,3,3,3,4,4,4,4,4,4,1,1,1,2,3,4,3,1,2,3,1,2,12
1421,5,3,3,5,3,3,3,5,4,4,3,4,2,5,5,4,4,5,4,4,4,5,5,4,4,3,4,5,5,1,NA,NA,NA,NA,NA,NA,5,5,4,4,4,4,4,3,4,4,4,4,4,5,4,4,5,4,4,5,3,1,4,3,4,3,4,1,2,2,1,2,18
1422,5,3,5,5,4,4,5,3,5,4,3,5,5,5,5,5,5,5,4,4,5,3,1,2,3,5,5,5,5,NA,NA,1,NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,4,5,5,5,5,5,1,1,1,11,1,2,29
1423,4,4,4,5,4,5,4,3,4,4,3,4,4,4,4,4,5,4,4,4,4,4,4,4,3,3,4,4,4,NA,NA,NA,NA,NA,NA,1,3,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,3,3,3,3,3,1,1,1,2,1,2,18
1424,5,4,4,4,4,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,5,4,NA,NA,NA,NA,NA,NA,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,4,4,4,1,1,1,1,1,2,18
1425,5,3,4,3,3,4,4,4,3,3,3,3,4,4,4,3,4,3,5,3,3,2,2,4,3,2,4,4,3,NA,NA,NA,NA,NA,NA,1,4,5,5,5,5,5,5,3,5,3,5,3,5,3,3,3,3,3,3,5,4,3,4,3,3,3,3,1,2,1,1,2,20
1426,4,3,4,5,4.6,5,4,4,4,4,2,3,4,5,5,4,4,3,3,3,4,2,4,2,3,3,4,4,4,NA,NA,NA,1,NA,NA,NA,5,4,4,4,4,4,4,2,3,2,4,3,5,3,4,4,4,4,4,5,3,2,3,3,3,3,3,1,2,1,1,2,17
1427,5,4,4,4,5,5,4,4,5,3,5,4,3,4,4,3,5,4,4,3,3,3,3,3,3,3,5,4,4,NA,NA,NA,NA,NA,NA,1,4,5,5,4,4,4,4,3,3,3,3,3,4,4,4,4,4,4,4,4,3,3,3,3,3,3,5,1,1,1,1,2,18
1428,4,4,4,5,5,5,4,4,4,3,3,3,4,5,5,4,4,4,4,4,5,2,2,4,4,2,4,4,4,NA,1,1,NA,NA,NA,NA,5,5,5,5,4,4,4,3,5,4,4,5,5,3,5,5,5,4,5,5,2,2,2,3,3,4,2,1,1,2,1,2,16
1429,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,4,4,5,5,3,3,1,4,3,5,5,4,NA,NA,NA,NA,NA,NA,1,4,5,5,5,5,4,4,2,5,3,5,5,1,3,5,5,5,5,5,5,2,2,3,2,2,1,7,1,2,7,1,2,12
1430,5,5,5,5,5,5,5,4,4,4,3,3,4,5,4,5,5,4,4,4,3,3,3,3,3,3,5,5,3,NA,NA,1,NA,NA,NA,NA,4,4,3,3,3,5,5,3,5,3,3,4,4,3,3,3,4,3,5,5,3,4,4,4,4,3,4,1,2,7,1,2,22
1431,5,4,4,5,3,3,4,3,2,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,2,3,3,4,3,NA,NA,NA,NA,NA,NA,1,3,4,4,4,3,5,5,3,4,3,4,3,4,3,4,4,4,5,5,5,3,3,3,3,3,3,5,1,2,1,1,2,18
1432,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,1,NA,NA,1,NA,NA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,1,1,2,18
1433,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,4,4,5,5,5,5,5,5,5,5,5,5,NA,1,NA,NA,NA,NA,NA,5,5,5,5,4,4,4,3,3,3,4,5,4,4,5,5,5,4,5,5,3,2,2,3,4,4,2,1,1,10,1,3,18
1434,4,4,3,5,5,5,5,5,4,3,3,4,3,3,3,4,4,4,3,3,3,3,4,2,2,2,4,4,3,NA,1,1,NA,NA,NA,NA,4,4,2,3,4,3,4,1,5,2,4,2,3,3,4,3,4,4,3,4,1,1,1,2,2,3,2,1,2,1,1,2,10
1435,3,3,3.5,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,2,3,4,4,4,1,NA,1,NA,NA,NA,NA,4,4,4,4,4,4,4,3,3,2,4,3,3,3,3,3,2,3,3,3,3,3,3,2,3,2,2,1,2,1,1,2,16
1436,5,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,NA,NA,1,NA,NA,NA,NA,4,5,5,5,3,4,4,3,3,3,4,5,4,4,5,5,5,4,5,3,2,3,1,4,4,4,3,1,1,5,1,1,18
1437,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,2,5,2,3,3,4,5,4,1,1,1,1,NA,1,NA,5,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,3,3,4,3,2,1,1,1,1,2,19
1438,5,4,5,4,4,5,4,4,5,4,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,NA,NA,NA,NA,4,5,5,5,5,3,4,1,3,2,5,4,5,4,4,4,5,3,4,5,3,2,3,2,2,2,2,1,1,1,1,1,14
1439,5,3,5,3,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,2,3,4,4,3,4,4,4,NA,NA,NA,NA,NA,NA,1,3,4,2,4,4,3,3,2,3,2,3,3,3,2,4,4,4,4,4,3,3,3,3,3,3,3,3,1,2,2,1,2,18
1440,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,4,4,3,4,4,3,3,4,4,NA,NA,NA,NA,NA,NA,1,5,5,5,5,5,5,5,1,5,1,5,5,5,2,5,5,4,5,3,5,1,1,1,1,2,2,1,1,1,1,1,2,8
1441,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,3,2,5,5,5,5,5,NA,1,NA,1,NA,1,NA,4,5,5,5,5,5,5,5,5,5,5,5,5,3,3,5,5,3,4,5,1,1,1,2,5,3,1,1,1,1,1,2,13
1442,4,4,4,3,3,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,2,3,2,3,3,4,4,3,NA,NA,NA,NA,NA,NA,1,5,4,4,4,4,4,4,4,4,4,4,3,4.2,3,3,3,4,4,4,3,3,3,3,2,4,3,6,1,1,7,1,1,18
1443,5,5,5,5,5,5,5,4,4,3,3,4,3,4,4,5,5,5,3,4,4,3,4,3,3,3,5,5,3,NA,NA,NA,NA,NA,NA,1,5,5,3,4,3,5,5,3,5,3,3,3,3,3,4,5,5,4,5,3,3,3,4,3,4,3,6,1,2,9,1,3,20
1444,5,3,5,2,4,5,5,4,4,3,3,3,4,4,4,4,4,4,3,4,4,3,4,2,3,4,4,4,4,NA,NA,NA,NA,NA,NA,1,4,4,4,4,4,3,4,4,4,3,4,4,5,3,4,4,4,4,4,5,3,3,3,3,4,4,1,1,1,1,1,1,20
1445,4,4,4,3,4,3,3,3,4,3,3,3,4,4,4,4,4,4,3,3,4,3,4,3,3,3,5,4,4,NA,NA,NA,NA,NA,NA,1,5,4,4,4,4,4,4,3,4,2,4,3,5,3,4,3,4,4,4,5,3,3,3,3,3,3,6,1,2,6,1,2,18
1446,4,3,3,4,4,3,5,3,4,4,3,3,3,5,5,5,5,4,4,4,3,2,3,3,3,3,5,5,4,1,NA,NA,NA,NA,NA,NA,5,5,5,5,4,4,4,3,5,2,3,4,5,4,5,4,4,4,2,4,4,3,4,3,3,4,3,1,2,5,1,2,21
1447,4,4,4,3,4,4,3,4,4,3,2,3,4,4,4,4,5,3,3,2,3,3,4,2,3,3,4,5,4,1,NA,NA,NA,NA,NA,NA,4,5,4,5,4,4,4,3,4,3,4,4,5,3,3,4,4,4,5,5,1,2,2,2,3,2,2,1,1,1,1,2,12
1448,4,4,3,3,4,5,3,3,3,3,3,3,3,5,5,4,3,4,3,3,3,2,2,2,3,2,5,5,3,NA,NA,NA,NA,NA,NA,1,3,4,4,5,3,5,5,4,5,2,4,4,1,3,4,4,5,3,2,3,4,3,4,1,2,3,1,1,1,1,1,2,17
1449,5,4,4,5,5,4,5,4,4,2,4,3,5,5,5,3,5,3,3,3,4,2,4,3,3,2,5,5,3,1,NA,NA,NA,NA,NA,NA,3,4,4,4,4,5,4,4,5,4,4,4,4,4,4,3,4,4,3,4,2,2,4,3,2,3,2,1,1,2,1,2,16
1450,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,4,3,3,3,3,3,3,5,5,3,NA,NA,NA,NA,NA,NA,1,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,1,1,2,1,1,2,18
1451,5,3,3,5,3,5,5,3,5,3,3,3,5,5,3,5,5,3,4,2,3,1,3,5,2,3,4,5,3,NA,NA,1,NA,NA,NA,NA,5,5,5,5,5,3,4,2,5,3,5,3,4,3,3,4,5,5,3,5,3,4,4,3,5,3,1,1,2,1,1,2,22
1452,5,5,4,5,5,4,5,5,5,1,2,2,4,4,4,4,4,4,4,2,2,3,3,3,3,3,3,2,3,NA,NA,NA,NA,NA,NA,1,5,4,4,4,4,4,5,4,5,2,3,3,1,2,2,2,2,2,2,2,2,3,4,3,3,3,1,1,1,1,1,2,18
1453,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,3,4,3,3,2,3,3,3,4,3,NA,NA,NA,NA,NA,NA,1,5,5,5,5,4,4,4,3,3,3,4,4,5,2,3,4,5,4,5,3,3,3,3,3,4,3,3,1,2,1,1,2,19
1454,5,2,4,4,5,4,3,4,4,3,3,4,4,5,4,5,5,4,4,4,4,3,3,2,3,3,5,5,3,1,1,1,1,1,1,NA,4,3,4,4,4,3,3,2,3,2,3,3,5,2,4,4,4,4,5,5,3,3,3,3,3,3,2,1,2,4,1,2,18
1455,5,5,4,4,5,4,5,5,5,3,3,3,3,5,5,4,4,4,3,3,4,2,2,3,3,3,4,5,5,NA,NA,1,NA,NA,NA,NA,3,4,3,4,5,2,3,1,4,3,4,5,3,2,4,3,3,3,5,3,3,2,2,4,4,3,2,1,1,2,1,1,18
1456,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,1,1,NA,1,NA,4,4,4,4,4,4,4,4,3,2,4,4,4,4,4,4,4,4,4,4,3,2,2,4,4,4,7,1,1,10,1,2,19
1457,5,5,5,3,3,4,5,5,5,3,2,1,4,5,5,5,5,4,4,3,4,2,2,2,3,3,4,5,3,NA,NA,NA,NA,NA,NA,1,5,5,5,5,3,4,4,4,4,4,4,5,5,3,4,3,5,4,5,5,3,3,3,3,3,3,1,1,2,1,1,2,18
1458,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,1,5,1,NA,NA,NA,NA,NA,NA,5,5,4,3,4,1,5,3,1,4,3,3,2,5,4,5,5,5,5,4,1,1,1,5,5,5,6,1,1,1,1,1,18
1459,4,4,4,3,4,4,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,1,5,5,5,5,5,5,5,2,4,3,5,4,5,3,3,3,4,4,5,4,2,3,3,3,3,3,3,1,1,1,1,2,17
1460,5,4,4,5,5,5,5,5,4,4,4,4,5,5,5,5,5,5,5,4,5,2,2,4,5,5,5,5,5,NA,1,NA,NA,NA,NA,1,5,5,4,5,4,4,5,3,5,4,5,4,5,4,4,4,4,4,5,5,4,4,4,3,3,3,2,1,2,1,1,2,21
1461,4,3,4,4,4,4,4,3,4,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,3,18
1462,4,4,4,4,4,3,4,5,5,4,4,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,5,5,5,1,1,1,1,1,1,18
1463,4,4,4,3,4,3,3,3,4,3,3,3,5,5,5,4,5,3,2,2,4,2,5,3,3,4,5,4,4,NA,NA,NA,NA,NA,NA,NA,4,5,5,5,5,4,4,3,4,4,3,4,5,3,4,4,5,5,5,5,4,3,4,3,3,3,2,1,2,1,1,2,20
1464,4,3,4,4,4,4,5,4,3,3,3,3,4,4,4,4,3,3,4,3,3,3,3,3,4,3,4,4,4,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,4,5,4,5,4,4,5,5,4,5,4,5,5,5,2,2,3,3,3,3,3,1,1,2,1,1,1,17
1465,4,4,4,4,4,4,4,4,4,3,2,3,4,4,4,4,4,4,3,3,4,2,3,3,3,3,4,4,4,1,NA,NA,NA,NA,NA,NA,4,4,4,5,4,4,4,4,4,3,4,5,5,3,3,3,4,3,3,3,3,3,3,3,3,3,1,1,2,1,1,2,18
1466,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,4,4,4,7,1,1,11,1,2,18
1467,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,4,4,4,4,NA,NA,NA,NA,NA,NA,1,4,4,4,4,4,3,3,3,3,3,4,4,4,3,4,4,4,3,3,4,3,3,3,3,3,3,1,1,2,1,1,2,18
1468,5,5,4,3,4,4,4,4,4,4,3,3,4,4,4,4,3,3,3,4,4,3,3,3,4,3,4,4,3,NA,NA,NA,NA,NA,NA,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,4,1,1,1,1,2,16
1469,5,4,4,5,5,5,5,5,5,3,3,3,4,5,5,5,5,5,3,3,4,2,5,1,3,3,5,5,5,NA,NA,NA,NA,NA,NA,1,5,5,4.1,5,5,5,5,3,3,3,5,5,5,3,3,3,5,5,5,5,3,1,3,1,3,1,2,1,2,1,1,2,12
1470,5,4,4,3,5,5,5,5,5,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,NA,1,NA,NA,NA,NA,5,5,5,5,3,4,5,3,3,3,3,3,5,3,3,3,4,3,5,3,4,3,4,3,3,3,3,1,2,1,1,2,20
1471,4,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,4,4,4,4,1,2,4,1,2,18
1472,4,3,4,5,5,4,5,5,3,4,4,4,3,5,4,5,4,5,3,3,4,2,3,3,3,4,5,5,4,NA,NA,NA,NA,NA,NA,1,5,5,4,4,3,5,5,2,5,3,3,4,5,4,5,4,5,5,4,4,2,3,3,2,3,3,2,1,2,1,1,2,16
1473,4,4,4,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,3,3,4,2,4,2,3,2,4,4,3,NA,NA,NA,NA,NA,NA,1,4,4,5,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,2,1,1,2,1,1,2,19
1474,4,3,4,4,5,5,5,4,4,2,2,2,5,3,3,3,4,3,3,2,3,3,3,3,3,3,4,3,3,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,3,4,4,1,5,3,3,3,2,3,3,3,3,5,3,3,3,1,1,3,2,2,3,1,2,2,1,2,12
1475,4,4,5,3,3,4,4,3,4,3,3,3,4,4,3,3,4,3,4,3,4,3,3,3,3,3,4,4,3,NA,NA,NA,NA,NA,NA,1,4,4,4,4,3,4,4,3,4,3,4,3,4,4,5,5,5,5,4,5,4,3,3,3,3,4,2,1,2,1,1,2,20
1476,5,5,4,5,4,5,4,5,4,5,4,5,4,4,5,5,4,4,5,5,5,4,5,4,5,4,4,4,5,1,NA,NA,NA,NA,NA,NA,3,3,3,4,4,4,5,3,5,3,4,5,5,4,4,5,4,4,5,4,1,2,2,5,4,4,3,1,2,1,1,2,18
1477,5,4,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,2,18
1478,4,4,4,5,3,5,4,4,5,4,3,4,2,5,4,4,5,3,3,2,3,2,4,3,3,2,3,4,3,NA,NA,1,NA,NA,1,NA,4,4,5,5,3,4,4,3,4,3,3,3,3,3,3,3,4,4,5,4,3,3,4,3,3,4,4,1,2,1,1,2,20
1479,4,3,4,4,4,4,4,3,4,3,3,3,4,5,5,5,5,4,3,3,5,2,2,2,3,3,4,5,4,NA,NA,NA,NA,NA,NA,1,5,5,4,4,4,4,4,3,4,3,4,4,5,3,4,4,4,4,5,5,2,2,2,3,4,4,6,1,2,1,1,2,17
1480,5,4,3,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,NA,1,NA,NA,NA,NA,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,1,1,1,1,2,18
1481,5,3,5,4,5,5,3,5,4,3,4,3,3,3,4,4,4,4,3,3,3,3,4,2,4,5,5,4,3,NA,NA,NA,NA,NA,NA,1,5,5,3,5,5,5,5,3,5,3,5,3,5,1,1,1,5,5,5,5,1,1,3,1,3,1,7,1,1,1,1,2,10
1482,4,4,3,5,5,5,4,3,4,3,3,3,3,4,5,3,4,3,3,3,4,2,2,2,3,3,5,5,3,NA,NA,1,NA,NA,NA,NA,4,5,4,4,4,5,5,3,4,3,3,3,4,3,4,5,4,4,4,3,3,4,4,3,3,3,3,1,2,2,1,2,20
1483,5,4,4,5,5,5,5,4,4,3,3,3,4,4,4,4,4,4,3,3,4,2,3,3,3,3,5,5,3,NA,NA,NA,NA,NA,NA,1,4,4,3,4,4,4,4,3,4,3,4,3,4,3,3,4,4,4,5,5,2,2,2,2,2,2,4,1,1,11,1,2,12
1484,3,3,3,3,3,4,4,3,4,3,4,3,4,4,3,4,4,4,3,3,4,3,2,2,3,3,5,4,3,NA,NA,NA,NA,NA,NA,1,5,5,5,5,4,5,5,3,3,3,4,3,5,3,5,5,5,5,5,4,4,4,4,3,4,4,3,1,2,10,1,2,23
1485,5,5,5,5,5,5,5,5,5,4,3,3,5,5,4,5,5,4,4,4,4,4,4,4,4,4,5,5,5,NA,1,NA,NA,NA,NA,NA,5,5,5,5,5,4,4,3,3,4,4,5,4,4,3,4,3,4,4,3,1,1,2,4,3,5,2,2,1,5,2,3,16
1486,5,5,5,5,5,5,4,4,4,3,3,3,4,4,4,3,5,5,5,3,4,5,4,4,4,4,4,5,5,NA,NA,1,NA,NA,NA,NA,3,3,3,3,3,3,3,3,3,3,3,4,4,3,5,5,5,5,5,5,1,1,1,5,5,5,3,1,1,2,1,2,18
1487,5,4,5,5,5,5,5,5,5,5,2,2,5,5,4,5,5,3,2,3,3,3,3,3,3,3,3,3,3,NA,NA,1,NA,NA,NA,NA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,18
1488,5,5,4,4,5,4,4,3,5,1,3,4,1,4,2,4,5,5,4,2,1,2,5,4,5,5,1,3,3,NA,NA,NA,NA,NA,NA,1,4,3,3,3,4,5,4,4,4,2,4,3,1,4,3,4,5,2,3,3,3,2,3,2,3,2,7,6,2,7,3,2,15
1489,5,5,3,5,5,5,5,5,5,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,NA,NA,1,NA,NA,1,NA,5,5,5,5,5,5,5,1,5,5,5,5,5,3,3,3,3,3,3,3,1,1,1,5,5,5,3,1,1,1,1,2,18
1490,4,3,4,3,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,1,1,1,5,5,5,1,1,1,1,1,2,18
1491,5,4,4,5,4,5,5,4,4,3,4,4,5,5,5,5,5,5,4,3,3,4,4,3,4,4,4,5,4,1,NA,NA,NA,NA,NA,NA,5,5,5,5,5,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,3,2,2,3,3,3,2,1,2,1,1,2,16
1492,4,4,4,4,4,5,4,4,4,4,3,3,4,5,5,4,4,4,3,3,4,3,3,3,4,3,4,5,4,NA,NA,1,NA,NA,NA,NA,5,3,3,4,3,4,4,3,4,3,3,4,4,4,4,5,5,4,5,4,1,3,3,3,3,4,2,1,1,1,1,2,17
1493,5,4,4,5,5,5,4,5,4,3,3,3,4,4,4,4,4,3,4,3,4,3,3,3,3,4,5,4,3,NA,NA,1,NA,NA,NA,NA,4,5,5,5,5,4,5,5,5,3,4,3,5,5,5,5,5,4,1,1,3,3,3,3,3,3,3,1,1,1,1,2,18
1494,4,3,4,2,4,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,NA,1,NA,NA,NA,NA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2.7,1,2.3,18
1495,4,4,3,5,4,4,4,3,3,3,3,3,4,4,3,4,4,4,3,3,3,2,3,3,3,3,4,4,3,NA,NA,NA,NA,NA,NA,1,5,4,3,4,4,3,3,3,3,3,4,4,5,4,4,3,4,3,4,4,3,3,3,3,3,3,1,1,2,1,1,2,18
1496,5,4,3,5,5,5,4,4,5,3,3,3,5,5,5,4,5,5,4,3,5,1,4,4,5,5,5,5,5,NA,1,1,NA,NA,NA,NA,5,5,4,4,5,3,3,3,5,3,5,5,5,3,3,5,5,3,5,5,3,1,1,1,3,3,1,1,1,1,1,2,12
1497,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,5,5,5,1,1,1,1,1,2,18
1498,5,5,5,5,4,4,4,4,3,3,3,2,3,5,5,5,5,4,3,4,5,1,3,3,3,3,4,5,3,NA,NA,NA,NA,NA,NA,1,5,5,4,5,5,3,3,3,5,5,5,3,4,3,4,5,5,5,5,5,3,3,3,1,3,3,5,1,1,1,1,2,16
1499,5,3,3,4,4,3,3,3,3,4,3,3,3,3,3,2,4,3,3,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,1,5,5,5,5,5,5,5,3,5,3,5,1,3,3,5,5,5,5,5,5,5,5,1,4,4,5,3,1,1,2,1,2,24
1500,4,4,4,4,4,4,4,3,4,2,3,3,3,4,4,3,4,3,3,3,3,2,3,3,3,3,4,4,4,1,NA,1,NA,NA,1,NA,4,4,4,4,4,4,4,3,3,4,4,3,3,4,4,3,3,4,4,2,4,3,3,3,3,4,5,1,2,1,1,2,20
1501,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,NA,NA,1,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,5,5,5,1,1,1,1,1,5,18
1502,5,4,4,4,4,4,4,3,4,3,4,3,4,4,3,3,4,4,3,4,4,4,4,3,4,3,3,3,3,1,NA,1,NA,NA,NA,NA,5,5,5,4,4,4,4,3,3,4,4,3,4,3,4,4,4,4,4,4,2,2,2,3,3,3,3,1,2,2,1,2,15
1503,4,3,4,4,4,5,5,3,5,4,4,4,3,5,4,4,4,4,3,5,4,3,4,3,5,5,3,4,3,1,NA,NA,NA,NA,NA,NA,4,5,4,5,4,5,5,4,4,3,4,4,4,3,3,4,3,4,4,4,5,5,4,5,5,5,7,1,1,11,1,3,29
1504,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,5,5,5,3,1,1,1,1,2,18
1505,5,5,5,5,4,4,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,NA,NA,1,1,1,NA,NA,5,5,5,5,3,5,5,3,3,3,4,5,5,4,4,4,5,5,5,3,1,1,2,4,4,5,2,1,1,1,1,1,17
1506,5,5,5,5,5,5,5,5,5,5,4,5,4,5,4,4,5,5,5,5,3,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,5,5,5,4,5,4,5,4,5,5,5,5,4,5,4,4,3,3,2,4,2,1,1,5,5,5,3,1,1,1,2,1,19
